"class","cap.diameter","does.bruise.or.bleed","stem.height"
0,15.41,1,5.12
0,10.75,1,5.35
0,10.68,1,4.63
0,15.51,1,4.99
0,14.64,1,5.17
0,13.27,1,4.96
0,13.39,1,4.94
0,14.35,1,5.01
0,15.24,1,4.73
0,12.05,1,5.08
0,11.81,1,5.15
0,12.07,1,4.97
0,15.07,1,4.89
0,13.74,1,4.94
0,12.67,1,4.37
0,12.18,1,4.62
0,8.84,1,4.97
0,11.65,1,5.06
0,14.02,1,5.06
0,10.1,1,4.93
0,15.45,1,5.57
0,13.14,1,4.81
0,12.78,1,5.3
0,12.36,1,4.82
0,15.19,1,4.94
0,14.56,1,5.21
0,8.11,1,4.56
0,12.1,1,5.36
0,15.27,1,5.33
0,14.2,1,5.39
0,13.65,1,4.83
0,10.68,1,4.76
0,10.53,1,5.09
0,12.73,1,4.94
0,13.96,1,5.67
0,12.1,1,4.92
0,11.32,1,4.52
0,14.12,1,5.14
0,11.97,1,4.91
0,12.46,1,5.05
0,11.94,1,4.93
0,11.54,1,5.08
0,15.12,1,5.05
0,13.59,1,5.52
0,13.96,1,4.95
0,15.43,1,5.32
0,13.81,1,4.52
0,13.08,1,5.18
0,16.03,1,5.42
0,11.11,1,4.92
0,13.46,1,5.05
0,15.29,1,5.07
0,11.79,1,4.75
0,13.96,1,5.02
0,10.73,1,4.98
0,13.71,1,5.05
0,14.14,1,5.51
0,12.85,1,5.16
0,11.71,1,5.53
0,11.32,1,4.71
0,11.76,1,4.96
0,10.19,1,5.19
0,13.14,1,5
0,14.01,1,5.24
0,14.82,1,4.81
0,9.78,1,4.56
0,11.57,1,4.93
0,15.08,1,4.72
0,15.79,1,5.27
0,13.82,1,5.48
0,13.04,1,4.69
0,7.33,1,4.38
0,12.79,1,5.05
0,12.35,1,5.09
0,15.33,1,4.68
0,14.99,1,5.23
0,13.57,1,5.27
0,13.6,1,4.83
0,11.15,1,4.99
0,11.08,1,4.88
0,14.2,1,5.06
0,10.82,1,4.37
0,12.82,1,5.31
0,11.87,1,5.62
0,13.17,1,5.24
0,15.54,1,5.46
0,9.9,1,4.64
0,15.33,1,5.56
0,13.4,1,5.35
0,8.4,1,4.55
0,10.47,1,4.76
0,9.69,1,4.77
0,15.2,1,4.94
0,15.33,1,5.16
0,15.69,1,5.38
0,8.78,1,4.56
0,14.01,1,4.78
0,10.54,1,4.58
0,14.6,1,5.22
0,9.56,1,4.94
0,11.61,1,5
0,15.74,1,5.13
0,12.38,1,4.89
0,15.54,1,5.07
0,10.56,1,4.92
0,12.42,1,4.27
0,8.05,1,4.93
0,14.43,1,5.06
0,13.56,1,4.67
0,10.66,1,4.82
0,11.81,1,5.35
0,9.39,1,4.73
0,13.82,1,5.06
0,13.86,1,5.05
0,14.63,1,5.53
0,8.85,1,4.16
0,13.34,1,5.4
0,11.66,1,4.36
0,12.34,1,4.62
0,12.26,1,5.24
0,10.89,1,5.13
0,13.08,1,5.09
0,11.73,1,5.24
0,11.23,1,4.92
0,13.12,1,5.08
0,10.98,1,4.55
0,13.39,1,4.94
0,12.39,1,4.94
0,14.86,1,4.96
0,15.52,1,4.79
0,16.09,1,5.5
0,12.59,1,4.92
0,11.92,1,5.26
0,15.07,1,4.75
0,10.22,1,4.75
0,13.26,1,5.2
0,15.78,1,5.1
0,14.76,1,5.4
0,13.8,1,5.19
0,13.46,1,4.76
0,10.91,1,4.99
0,14.45,1,5.15
0,15.33,1,4.66
0,11.67,1,4.68
0,12.76,1,5.6
0,14.86,1,5.65
0,14.63,1,5.03
0,12.57,1,5.33
0,15.33,1,4.77
0,15.68,1,5.4
0,13.72,1,5.44
0,15.76,1,5.25
0,12.4,1,5.11
0,14.95,1,4.97
0,14.14,1,5.15
0,12.89,1,5.24
0,9.59,1,4.56
0,13.74,1,5.25
0,15.18,1,5.54
0,14.61,1,4.87
0,14.96,1,5.2
0,8.25,1,4.89
0,13.01,1,4.29
0,11.87,1,4.83
0,14.25,1,5.16
0,11.98,1,5.13
0,12.21,1,4.52
0,13.09,1,5.19
0,13.75,1,4.59
0,15.86,1,4.72
0,11.91,1,5.06
0,13.19,1,5.17
0,13,1,4.74
0,9.65,1,4.55
0,11,1,4.96
0,14.41,1,4.78
0,10.26,1,4.42
0,10.42,1,4.55
0,15.53,1,5.36
0,13.46,1,5.1
0,10.9,1,4.85
0,13.27,1,5.24
0,11.93,1,5.04
0,14.67,1,4.92
0,9.79,1,4.87
0,15.75,1,5.29
0,15.58,1,5.24
0,10.54,1,4.57
0,14.75,1,5.54
0,11.56,1,5.21
0,14.44,1,4.9
0,13.56,1,4.81
0,9.12,1,4.97
0,12.28,1,4.53
0,13,1,4.7
0,6.53,1,5.33
0,6,1,5.91
0,6.93,1,5.51
0,7.19,1,6.77
0,6.11,1,5.21
0,6.1,1,4.7
0,7.19,1,6.88
0,9.96,1,6.89
0,7.14,1,6.08
0,8.02,1,5.83
0,7.55,1,5.63
0,6.77,1,5.99
0,5.76,1,5.05
0,6.52,1,4.56
0,6.86,1,5.15
0,6.35,1,5.67
0,6.09,1,4.92
0,6.89,1,6.39
0,7.52,1,6.18
0,6.99,1,6.49
0,6.25,1,6.07
0,8.17,1,7.91
0,7.91,1,6.71
0,4.67,1,5.14
0,7.12,1,6.26
0,6.81,1,6.12
0,5.42,1,5.49
0,7.08,1,5.35
0,6.69,1,5.39
0,6.04,1,5.77
0,8.3,1,7.33
0,7.34,1,5.71
0,6.21,1,6.07
0,5.19,1,5.41
0,7.25,1,5.84
0,6.8,1,5
0,4.45,1,5.37
0,7.41,1,6.65
0,7.29,1,6.45
0,8.24,1,6.48
0,6.48,1,5.15
0,6.01,1,6.03
0,6.86,1,4.92
0,7.92,1,5.95
0,8.13,1,7.09
0,8.1,1,5.62
0,7.24,1,6.13
0,7.83,1,5.44
0,7.82,1,6.52
0,6.35,1,5.47
0,8.7,1,7.06
0,5.75,1,5.54
0,6.96,1,5.78
0,7,1,5.79
0,5.89,1,4.97
0,7.07,1,6.4
0,7.45,1,6.18
0,6.06,1,5.62
0,8.89,1,7.01
0,5.63,1,4.99
0,6.76,1,6.19
0,3.94,1,4.62
0,7.01,1,5.97
0,6.5,1,6.06
0,7.54,1,5.93
0,6.24,1,5.69
0,5.21,1,5.47
0,6.62,1,6.86
0,5.56,1,5.15
0,7.51,1,6.18
0,6.57,1,5.48
0,5.73,1,4.98
0,7.21,1,7.27
0,8.1,1,7.08
0,5.72,1,6.58
0,4.95,1,5.48
0,8.58,1,5.62
0,6.57,1,5.37
0,8.42,1,6.9
0,7.86,1,6.09
0,7.01,1,6.75
0,7.67,1,7.1
0,7.25,1,6.27
0,7.84,1,6.8
0,7.89,1,7.11
0,6.61,1,6.09
0,8.16,1,5.59
0,6.36,1,5.54
0,7.18,1,6.45
0,6.5,1,6.51
0,7.3,1,6.02
0,6.7,1,5.76
0,7.74,1,6.2
0,8,1,6.68
0,6.13,1,4.79
0,6.44,1,5.96
0,6.72,1,5.45
0,6.01,1,6.39
0,7.32,1,5.18
0,5.48,1,6.11
0,7.01,1,6.03
0,7.29,1,6.21
0,7.44,1,7.16
0,8.06,1,6.25
0,8.41,1,7.66
0,6.91,1,5
0,7.86,1,6.33
0,6.19,1,6.47
0,6.81,1,4.78
0,6.93,1,6.95
0,7.45,1,5.28
0,6.45,1,6.03
0,6.61,1,6.65
0,6.8,1,5.07
0,7.41,1,5.63
0,6.61,1,5.88
0,6.27,1,6.79
0,7.51,1,6.75
0,7.04,1,5.92
0,7.75,1,7.5
0,6.58,1,5.48
0,6.4,1,6.41
0,7.62,1,6.66
0,7.81,1,7.34
0,5.83,1,5.13
0,7.03,1,4.69
0,5.69,1,5.91
0,7.96,1,6.65
0,6.68,1,5.11
0,7.32,1,6.58
0,5.23,1,5.6
0,7.78,1,6.2
0,8.32,1,6.06
0,5.98,1,5.88
0,6.4,1,5.38
0,6.83,1,5.68
0,5.55,1,5.21
0,7,1,5.92
0,6.49,1,6.25
0,6.51,1,5.58
0,8.14,1,7.3
0,6.41,1,5.36
0,8.23,1,5.89
0,6.49,1,5.49
0,7.17,1,5.88
0,6.76,1,6.17
0,6.72,1,4.85
0,5.74,1,6.41
0,5.82,1,5.64
0,5.62,1,4.89
0,8.37,1,7.16
0,8.14,1,6.32
0,5.23,1,4.7
0,7.66,1,7.27
0,4.09,1,4.23
0,5.02,1,5.94
0,8.01,1,7.07
0,5.77,1,5.79
0,5.78,1,6.2
0,8.52,1,6.73
0,7.38,1,5.78
0,7.08,1,5.9
0,7.76,1,6.57
0,5.83,1,5.91
0,6.57,1,5.03
0,7.25,1,5.85
0,7.06,1,6.5
0,7.78,1,6.31
0,6.46,1,6.26
0,6.12,1,6.14
0,6.52,1,6.47
0,5.62,1,5.38
0,8.52,1,6.4
0,5.87,1,5.93
0,6.27,1,7.01
0,7.5,1,5.09
0,8.46,1,5.83
0,4.68,1,5.02
0,7.23,1,6.93
0,7.47,1,6.07
0,6.34,1,5.23
0,6.4,1,5.47
0,7.53,1,6
0,7.22,1,6.5
0,7.8,1,6.84
0,5.52,1,5.04
0,6.5,1,6.04
0,6.75,1,5.18
0,5.35,1,6.2
0,6.19,1,6.58
0,8.71,1,6.05
0,5.63,1,6.46
0,7.45,1,6.32
0,6.76,1,5.94
0,7.59,1,5.7
0,6.85,1,6.51
0,7.17,1,5.78
0,6.97,1,5.98
0,5.2,1,5.94
0,7.6,1,6.38
0,5.64,1,5.3
0,6.42,1,5.13
0,6.95,1,7.24
0,6.53,1,5.61
0,6.55,1,5.55
0,6.9,1,5.88
0,7.7,1,6.08
0,6.13,1,5.33
0,6.9,1,4.98
0,7.53,1,6.51
0,5.94,1,4.64
0,6.17,1,5.46
0,7.84,1,5.65
0,7.25,1,5.58
0,5.17,1,6.15
0,8.99,1,6.62
0,6.9,1,6.25
0,7.11,1,5.69
0,8.26,1,5.7
0,8.51,1,5.61
0,6.41,1,5.53
0,7.16,1,5.76
0,6.18,1,6.69
0,7.13,1,5.84
0,7.76,1,6.06
0,7.3,1,6.74
0,7.88,1,6.52
0,8.56,1,6.38
0,8.36,1,6.93
0,8.83,1,7.47
0,7.46,1,6.05
0,9.1,1,6.5
0,7.7,1,6.59
0,7.26,1,6.33
0,7.4,1,5.76
0,6.94,1,6.51
0,6.2,1,6.3
0,8.46,1,6.28
0,8.2,1,6.27
0,6.63,1,5
0,8.08,1,6.55
0,8.11,1,6.3
0,5.37,1,5.02
0,6.79,1,5.22
0,4.66,1,3.97
0,6.06,1,5.06
0,7.65,1,6.59
0,6.99,1,5.28
0,8.92,1,6.85
0,5.09,1,5.64
0,7.83,1,6.36
0,7.72,1,5.7
0,5.83,1,6.32
0,6.21,1,4.95
0,3.97,1,4.84
0,5.51,1,4.86
0,7.49,1,6.12
0,7.1,1,6.25
0,7.88,1,6.29
0,7.96,1,6.83
0,6.16,1,6.28
0,5.51,1,5.18
0,8.18,1,8.1
0,6.07,1,5.92
0,9.03,1,6.31
0,5.15,1,4.8
0,7.46,1,4.89
0,7.02,1,5.75
0,7.81,1,6.74
0,8.49,1,7.21
0,7.64,1,5.94
0,5.95,1,4.67
0,6.79,1,5.35
0,8.32,1,5.37
0,7.23,1,5.45
0,6.97,1,5.83
0,8.21,1,7.48
0,5.93,1,5.66
0,7.95,1,5.98
0,7.2,1,5.72
0,8.03,1,5.85
0,7.18,1,6.57
0,7.1,1,5.45
0,8.03,1,7.54
0,6.02,1,4.86
0,5.96,1,6.27
0,5.36,1,5.5
0,7.34,1,6.02
0,7.46,1,5.43
0,6.93,1,5.34
0,4.54,1,5.71
0,7.56,1,6.2
0,6.69,1,6.12
0,6.76,1,4.95
0,5.23,1,5.65
0,5.49,1,5.71
0,7.49,1,6.62
0,6.48,1,5.82
0,7.62,1,7.02
0,8.26,1,5.92
0,5.55,1,4.15
0,5.72,1,4.46
0,8.65,1,6.22
0,6.57,1,6.09
0,6.91,1,5.22
0,7.09,1,5.95
0,9.11,1,7.11
0,6.86,1,5.82
0,7.15,1,6.69
0,5.03,1,5.38
0,6.72,1,7.01
0,6.86,1,6.14
0,7.17,1,5.62
0,7.72,1,5.82
0,7.79,1,5.18
0,7.54,1,5.7
0,6.66,1,6.39
0,8.42,1,6.25
0,5.84,1,5.77
0,7.64,1,6.31
0,8.68,1,6.02
0,4.28,1,4.8
0,7.35,1,7.09
0,7.18,1,5.7
0,7.45,1,6.1
0,6.2,1,6.45
0,5.75,1,5.65
0,5.06,1,4.69
0,6.34,1,5.62
0,6.61,1,6.27
0,8.21,1,6.58
0,7.45,1,7.09
0,7.52,1,6.7
0,7.66,1,7.04
0,7.18,1,6.5
0,6.62,1,5.99
0,5.1,1,5.12
0,8.75,1,6.56
0,4.75,1,4.25
0,7.52,1,6.15
0,7.63,1,6.39
0,7.27,1,5.54
0,6.69,1,5.51
0,6.8,1,5.99
0,7.63,1,5.35
0,7.24,1,6.87
0,6.5,1,5.49
0,6.63,1,6.66
0,7.3,1,6.75
0,6.09,1,6.04
0,7.93,1,6.69
0,7.77,1,6.34
0,6.52,1,6.04
0,5.25,1,6.15
0,4.5,1,5.78
0,7.05,1,6.53
0,5.61,1,6.16
0,5.74,1,6.15
0,5.98,1,6.4
0,5.43,1,6.18
0,4.09,1,5.46
0,4.61,1,3.7
0,6.04,1,7.13
0,4.25,1,5.58
0,6.14,1,5.59
0,6.57,1,7.32
0,5.88,1,5.2
0,5.78,1,6.25
0,5.35,1,5.95
0,5.77,1,5.97
0,4.93,1,5.63
0,6.27,1,5.88
0,6.75,1,6.4
0,4.57,1,5.45
0,5.82,1,5.92
0,4.52,1,4.83
0,4.65,1,5.62
0,5.73,1,5.54
0,6.84,1,6.5
0,4.3,1,4.71
0,5.21,1,7.15
0,5.79,1,5.45
0,5.25,1,5.8
0,5.2,1,4.7
0,4.87,1,5.08
0,6.14,1,7.31
0,5.8,1,6.19
0,7.45,1,7.1
0,6.07,1,6.35
0,4.47,1,6.48
0,4.87,1,5.67
0,5.05,1,5.98
0,5.73,1,6.47
0,5.2,1,6.97
0,4.76,1,7.08
0,4.44,1,5.41
0,5.48,1,6.32
0,5.99,1,6.16
0,6.12,1,6.34
0,5.25,1,5.38
0,6.16,1,6.39
0,5.53,1,5.97
0,4.08,1,5.82
0,6.73,1,5.99
0,6.34,1,5.95
0,4.85,1,5.45
0,5.78,1,7.05
0,4.21,1,4.56
0,5.52,1,6.81
0,4.39,1,4.2
0,6.38,1,7.39
0,4.09,1,6.37
0,5.64,1,5.83
0,6.32,1,6.22
0,5.62,1,6.7
0,6.28,1,6.74
0,7.67,1,7.84
0,4.59,1,5.44
0,4.83,1,4.99
0,5.72,1,5.85
0,5.46,1,5.93
0,5.85,1,5.96
0,6.74,1,6.12
0,4.07,1,6.39
0,4.68,1,5.97
0,5.15,1,5.76
0,4.8,1,5.65
0,6.25,1,6.43
0,5.08,1,6.59
0,5.5,1,6.82
0,4.88,1,5.25
0,5.76,1,6.1
0,5.38,1,6.54
0,5.45,1,5.74
0,6.03,1,5.06
0,4.6,1,5.79
0,6.17,1,5.98
0,5.5,1,6.22
0,6.3,1,6.78
0,3.82,1,4.58
0,5.93,1,5.74
0,5.1,1,5.76
0,6.81,1,6.9
0,4.71,1,5.52
0,5.17,1,6.19
0,4.72,1,5.17
0,5.38,1,6.09
0,5.08,1,6.82
0,6.08,1,7.46
0,5.8,1,6.37
0,5.49,1,6.15
0,5.45,1,5.98
0,5.32,1,5.59
0,4.94,1,6.49
0,5.06,1,5.26
0,5.57,1,7.11
0,4.65,1,5.77
0,5.63,1,5.89
0,6.41,1,6.37
0,5.69,1,6.63
0,4.9,1,5.23
0,5.93,1,6.43
0,6.23,1,5.82
0,6.14,1,7.31
0,4.42,1,5.25
0,7.53,1,7.08
0,5.29,1,6.26
0,5.48,1,6.33
0,4.43,1,5.5
0,5.35,1,6.41
0,5.86,1,6.46
0,5.05,1,5.88
0,4.81,1,4.19
0,5.34,1,5.54
0,5.17,1,5.39
0,5.3,1,4.78
0,4.88,1,5.99
0,5.63,1,6.7
0,5.11,1,6.29
0,4.73,1,6.63
0,6.63,1,6.71
0,6.07,1,7.92
0,4.66,1,5.99
0,5.83,1,6.49
0,5,1,5.72
0,5.68,1,6.14
0,5.21,1,4.55
0,5.28,1,5.63
0,5.89,1,6.92
0,4.99,1,5.85
0,4.83,1,6.6
0,4.47,1,4.94
0,6.27,1,6.59
0,5.04,1,5.16
0,5.02,1,5.03
0,6.21,1,6.27
0,6.61,1,6.09
0,6.49,1,7.61
0,4.89,1,4.77
0,5.17,1,5.38
0,5.71,1,6.58
0,5.65,1,5.77
0,4.8,1,6.45
0,6.28,1,5.46
0,6.29,1,7.01
0,4.47,1,5.42
0,5.98,1,6.6
0,3.66,1,5
0,7.08,1,7.48
0,5.04,1,6.64
0,6.78,1,7.38
0,6,1,6.95
0,6.67,1,7.36
0,6.63,1,5.91
0,5.61,1,5.28
0,6.13,1,7.02
0,4.96,1,5.01
0,6.28,1,6.45
0,6.49,1,5.85
0,6.71,1,6.21
0,7.33,1,6.52
0,4.25,1,5.53
0,6.36,1,6.25
0,4.82,1,5.26
0,6.65,1,5.56
0,5.96,1,5.67
0,6.06,1,5.98
0,4.99,1,6.74
0,5.32,1,5.3
0,6.21,1,7.39
0,5.92,1,7.01
0,5.58,1,6.75
0,4.76,1,5.17
0,5.42,1,6.23
0,5.91,1,6.65
0,5.6,1,5.58
0,6.71,1,6.59
0,6.21,1,5.91
0,5.97,1,6.32
0,6.21,1,6.78
0,4.67,1,5.24
0,5.9,1,6.11
0,5.33,1,5.33
0,5.63,1,6.03
0,4.81,1,6.02
0,5.95,1,5.75
0,6.21,1,6.21
0,7.03,1,7.07
0,5.43,1,6.67
0,5.34,1,5.08
0,5.08,1,5.72
0,4.01,1,5.72
0,6.59,1,6.03
0,5.14,1,6.48
0,5.47,1,6.31
0,4.42,1,6.52
0,4.89,1,4.84
0,5.46,1,5.57
0,5.23,1,5.92
0,6.5,1,6.82
0,3.61,1,6.19
0,6.21,1,7.01
0,6.36,1,5.5
0,4.78,1,5.94
0,3.93,1,4.5
0,4.34,1,5.65
0,5.72,1,6.58
0,5.02,1,6.71
0,5.6,1,6.28
0,6.39,1,6.98
0,6.38,1,6.91
0,4.45,1,6
0,6.48,1,6.62
0,4.5,1,5.92
0,4.4,1,6.07
0,6.58,1,6.26
0,3.69,1,5.45
0,5.37,1,7.4
0,6.05,1,7.09
0,6.87,1,6.29
0,6.67,1,6.24
0,4.62,1,4.97
0,4.34,1,4.96
0,6.19,1,6.88
0,5.38,1,4.85
0,5.67,1,6.61
0,5.2,1,4.85
0,4.71,1,5.25
0,4.13,1,5.69
0,6.3,1,6.06
0,3.17,1,4.75
0,5.13,1,6.49
0,5.89,1,5.77
0,4.9,1,6
0,5.18,1,6.51
0,6.8,1,7.07
0,4.58,1,4.4
0,6.02,1,5.71
0,6.38,1,7.24
0,6.07,1,6.8
0,5.43,1,6.49
0,5.51,1,5.93
0,6,1,6.45
0,3.68,1,5.64
0,5.31,1,6.44
0,5.29,1,6.14
0,3.25,1,5.59
0,4.5,1,4.62
0,5.86,1,5.58
0,3.45,1,4.21
0,5.63,1,6.22
0,3.37,1,5.34
0,5.37,1,5.1
0,5.77,1,6.49
0,5.12,1,5.6
0,6.54,1,7.17
0,5.45,1,5.09
0,4.42,1,5.25
0,4.01,1,5.18
0,6.66,1,6.45
0,5.39,1,5.86
0,4.78,1,5.45
0,5.75,1,6.26
0,5.16,1,7.04
0,5.64,1,6.18
0,6.16,1,6.2
0,6.84,1,5.96
0,5.17,1,6.1
0,4.9,1,5.31
0,5.1,1,6.05
0,4.7,1,5.55
0,6.12,1,5.95
0,4.66,1,5.27
0,5.38,1,5.86
0,6.5,1,5.67
0,4.12,1,5.14
0,6,1,5.6
0,5.59,1,6.85
0,6.34,1,6.01
0,7.18,1,6.77
0,6.06,1,5.91
0,5.22,1,4.89
0,6.31,1,5.78
0,6.91,1,6.68
0,3.97,1,5.67
0,5.62,1,5.36
0,6.81,1,7.71
0,5.61,1,4.97
0,4.29,1,5.92
0,4.19,1,4.69
0,5.66,1,5.46
0,5.67,1,7.34
0,6.14,1,6.9
0,4.9,1,5.41
0,5.15,1,5.97
0,5.47,1,6.42
0,4.89,1,5.04
0,5.43,1,5.99
0,5.3,1,6.28
0,5.59,1,6.2
0,5.31,1,5.5
0,6.38,1,6.15
0,4.28,1,4.99
0,5.67,1,6.53
0,4.62,1,5.68
0,5.24,1,7.47
0,4.65,1,5.51
0,6.08,1,6.56
0,6.71,1,7.32
0,4.74,1,5.22
0,4.43,1,5.18
0,6.61,1,6.16
0,3.8,1,6.64
0,5.94,1,6.19
0,5.57,1,6.2
0,5.8,1,6.09
0,5.69,1,6.21
0,5.41,1,5.92
0,4.82,1,6.08
0,5.54,1,6.56
0,5.68,1,6.67
0,4.86,1,6
0,5.65,1,6.57
0,6.24,1,5.96
0,4.05,1,4.93
0,5.24,1,5.71
0,5.11,1,5.58
0,6.01,1,5.88
0,5.5,1,6.59
0,6.19,1,6.81
0,5.52,1,5.96
0,6.52,1,6.97
0,5.2,1,5.02
0,5.41,1,6
0,5.4,1,6.37
0,6.36,1,5.45
0,5.02,1,5.1
0,4.46,1,5.96
0,6.05,1,5.93
0,5.69,1,5.98
0,5.13,1,6.48
0,3.37,1,4.99
0,6.08,1,6.93
0,4.73,1,4.82
0,4.67,1,5.1
0,3.6,1,5.65
0,3.11,1,3.7
0,3.5,1,4
0,2.82,1,4.28
0,3.18,1,3.77
0,3.16,1,3.13
0,3.15,1,3.83
0,3.59,1,3.62
0,3.18,1,2.72
0,2.98,1,3.61
0,2.62,1,2.71
0,2.72,1,3.74
0,2.86,1,3.48
0,3.44,1,4.03
0,2.95,1,2.81
0,2.56,1,3.18
0,2.86,1,3.2
0,3.15,1,3.22
0,3.21,1,3.48
0,3.56,1,4.25
0,2.82,1,3.21
0,3.42,1,3.63
0,2.89,1,3.62
0,3.06,1,3.43
0,3.02,1,3.87
0,3.1,1,3.86
0,2.36,1,3.34
0,2.87,1,3.55
0,2.51,1,3.53
0,3.06,1,3.69
0,2.88,1,3.22
0,2.67,1,3.35
0,2.36,1,3.16
0,3.41,1,4.08
0,2.8,1,2.98
0,3.52,1,4.07
0,2.97,1,3.94
0,3.33,1,3.53
0,2.92,1,3.53
0,3.35,1,4.19
0,2.82,1,3.2
0,2.6,1,4.29
0,2.91,1,3.86
0,3.1,1,4.1
0,3,1,3.4
0,3.01,1,3.46
0,3.21,1,3.89
0,2.25,1,3.02
0,3.22,1,3.76
0,2.98,1,4.1
0,2.88,1,2.85
0,3.05,1,4.03
0,2.8,1,3.91
0,2.98,1,2.93
0,2.24,1,2.52
0,3.09,1,2.99
0,3.23,1,3.9
0,2.58,1,2.69
0,2.74,1,3.29
0,2.88,1,3.05
0,2.96,1,3.55
0,2.83,1,3.32
0,2.86,1,2.81
0,3.43,1,4.21
0,2.55,1,4.34
0,2.49,1,3.04
0,2.67,1,3.57
0,2.48,1,3.03
0,3.02,1,3.43
0,2.91,1,3.67
0,2.42,1,2.51
0,3.27,1,4.05
0,3.38,1,4.15
0,3.34,1,3.34
0,2.85,1,3.96
0,2.92,1,3.06
0,3.42,1,3.73
0,2.94,1,3.46
0,3.08,1,3.44
0,3.1,1,3.32
0,2.74,1,3.67
0,3.05,1,3.24
0,3.52,1,4.5
0,2.93,1,2.73
0,3.18,1,3.56
0,2.92,1,2.76
0,2.83,1,4.21
0,3.19,1,3.41
0,2.81,1,3.36
0,2.38,1,3.19
0,2.94,1,3.43
0,2.87,1,3.49
0,3,1,3.61
0,2.38,1,3.06
0,2.79,1,2.98
0,3.19,1,3.78
0,3.01,1,3.87
0,3.62,1,4.06
0,2.82,1,3.74
0,3.24,1,4.19
0,2.87,1,2.97
0,3.16,1,2.76
0,2.66,1,3.92
0,2.88,1,2.84
0,2.88,1,3.32
0,2.94,1,3.76
0,2.87,1,2.77
0,2.88,1,3.83
0,3.26,1,2.93
0,2.86,1,3.48
0,2.68,1,2.98
0,3.42,1,3.32
0,3.2,1,3.19
0,3.25,1,3.01
0,3.05,1,4.01
0,2.82,1,3.66
0,3.18,1,3.3
0,3.29,1,3.97
0,2.6,1,4.19
0,2.75,1,3.26
0,2.64,1,3.22
0,3.45,1,3.7
0,2.84,1,3.57
0,2.67,1,3.66
0,3.18,1,3.91
0,2.58,1,3.63
0,3.32,1,4.21
0,3.17,1,3.33
0,2.44,1,3.36
0,2.61,1,2.59
0,2.95,1,3.58
0,2.45,1,3.3
0,2.75,1,2.84
0,2.92,1,3.9
0,2.68,1,3
0,3.09,1,2.95
0,2.98,1,3.7
0,2.96,1,3.76
0,2.41,1,3.13
0,2.81,1,2.58
0,2.61,1,2.67
0,3.03,1,2.82
0,3.05,1,3.31
0,3.12,1,3.86
0,3.06,1,3.18
0,2.85,1,2.57
0,3.23,1,3.46
0,2.81,1,3.78
0,3.06,1,3.71
0,3.45,1,4.11
0,2.66,1,2.77
0,3.09,1,3.32
0,3.02,1,3.28
0,3.4,1,3.49
0,3.5,1,4.2
0,3.45,1,3.43
0,2.8,1,3
0,3.52,1,3.75
0,2.82,1,2.56
0,2.52,1,3.63
0,3.35,1,3.51
0,2.51,1,2.86
0,2.71,1,2.66
0,3.02,1,3.49
0,2.96,1,3.17
0,2.49,1,3.2
0,2.81,1,3.5
0,2.65,1,3.53
0,2.5,1,2.62
0,2.46,1,2.62
0,2.49,1,3.52
0,2.41,1,2.99
0,2.48,1,3.39
0,3.09,1,4.21
0,2.73,1,3.27
0,3.7,1,4.43
0,3.15,1,3.29
0,3.05,1,2.9
0,3.14,1,3.2
0,3.24,1,3.42
0,2.98,1,3.38
0,2.92,1,3.13
0,2.74,1,3.64
0,3.79,1,3.7
0,3.4,1,4.26
0,2.8,1,3.41
0,2.96,1,3.87
0,2.76,1,3.55
0,3.29,1,3.36
0,2.83,1,3.21
0,2.74,1,3.23
0,2.54,1,2.78
0,2.95,1,3.44
0,3.37,1,3.72
0,2.28,1,2.85
0,3.81,1,4.14
0,3.03,1,3.65
0,3.28,1,3.64
0,3.39,1,4.52
0,2.6,1,2.95
0,3.45,1,3.74
0,3.21,1,4
0,2.86,1,3.49
0,3.08,1,3.62
0,3.15,1,3.64
0,3.55,1,4.33
0,2.85,1,3.43
0,2.38,1,3.17
0,3.17,1,3.28
0,2.94,1,3.6
0,2.74,1,3.87
0,3.26,1,3.98
0,2.53,1,2.38
0,2.86,1,4.13
0,3.06,1,3.43
0,3.37,1,3.72
0,2.84,1,3.3
0,2.68,1,2.96
0,2.96,1,2.87
0,3.15,1,3.32
0,3.04,1,3.6
0,2.87,1,3.5
0,2.74,1,4.03
0,3.07,1,4.15
0,2.96,1,3
0,2.88,1,3.11
0,2.64,1,2.25
0,3.38,1,3.18
0,3.08,1,4.3
0,2.7,1,3.04
0,2.74,1,3.02
0,3.67,1,3.23
0,3.33,1,3.9
0,2.89,1,3.31
0,3.3,1,3.58
0,2.84,1,3.77
0,3.64,1,4.07
0,2.98,1,3.73
0,3.23,1,3.66
0,3.36,1,3.8
0,3.14,1,3.37
0,2.9,1,3.65
0,3.06,1,3.61
0,2.9,1,3.72
0,3.42,1,3.13
0,2.85,1,3.81
0,2.82,1,3.88
0,2.91,1,3.5
0,3.03,1,2.74
0,2.86,1,3.75
0,3.09,1,4.03
0,2.53,1,2.5
0,3.32,1,3.87
0,3.4,1,3.46
0,2.04,1,2.54
0,2.6,1,2.99
0,2.93,1,3.63
0,3.3,1,2.96
0,2.55,1,2.89
0,2.91,1,3.31
0,3.09,1,3.86
0,2.96,1,3.22
0,3.28,1,4.03
0,2.43,1,3.5
0,2.96,1,3.7
0,2.7,1,2.88
0,2.99,1,3.4
0,3.03,1,3.41
0,2.86,1,4.37
